"";"x";"KvK..uit.bestand.2015.";"AGBCODE_INDIENER";"NAAM";"STRAAT";"POSTCODE";"PLAATS";"Hoort.bij";"Naam.zorgaanbieder";"Plaats.zorgaanbieder";"URL.naar.wachttijden";"Vestigingslocatie";"Type.GGZ";"Circuit";"Nadere.typering";"Typering";"Aanmeldtijd";"Behandeltijd";"Datum.actualisatie";"Peildatum";"AFWIJKEND_ZV";"Opmerkingen.MQ";"SGGZ_MEASURE_TYPE";"BGGZ_MEASURE_TYPE";"AGB_SOORT";"MQ_LIJST";"INST";"Wachttijden.toelichting";"Website.vindbaar";"ROW_ID";"grote_instelling"
"1054";37;"41066281";79790189;"STICHTING MET GGZ                                           ";"Buitenop                ";"6041LA";"ROERMOND                ";NA;"Stichting RiaggZuid";"Roermond";"http://www.metggz.nl/behandeling/toegangstijden/";"MET ggz, loc. Roermond";"BGGZ/SGGZ";"Volwassenen";"Pervasief";"";"5";"3";"1-9-2016";"23-9-2016";"Wachttijd kan afhankelijk zijn van zorgverzekeraar";"";"FULL";"FULL";79;1;1;NA;NA;1054;0
"1055";37;"41066281";79790189;"STICHTING MET GGZ                                           ";"Buitenop                ";"6041LA";"ROERMOND                ";NA;"Stichting RiaggZuid";"Roermond";"http://www.metggz.nl/behandeling/toegangstijden/";"MET ggz, loc. Roermond";"BGGZ/SGGZ";"Volwassenen";"Restgroep diagnoses";"";"5";"4";"1-9-2016";"23-9-2016";"Wachttijd kan afhankelijk zijn van zorgverzekeraar";"";"FULL";"FULL";79;1;1;NA;NA;1055;0
"1056";37;"41066281";79790189;"STICHTING MET GGZ                                           ";"Buitenop                ";"6041LA";"ROERMOND                ";NA;"Stichting RiaggZuid";"Roermond";"http://www.metggz.nl/behandeling/toegangstijden/";"MET ggz, loc. Roermond";"BGGZ/SGGZ";"Volwassenen";"Schizofrenie";"";"5";"3";"1-9-2016";"23-9-2016";"Wachttijd kan afhankelijk zijn van zorgverzekeraar";"";"FULL";"FULL";79;1;1;NA;NA;1056;0
"1057";37;"41066281";79790189;"STICHTING MET GGZ                                           ";"Buitenop                ";"6041LA";"ROERMOND                ";NA;"Stichting RiaggZuid";"Roermond";"http://www.metggz.nl/behandeling/toegangstijden/";"MET ggz, loc. Roermond";"BGGZ/SGGZ";"Volwassenen";"Somatoforme";"";"5";"6";"1-9-2016";"23-9-2016";"Wachttijd kan afhankelijk zijn van zorgverzekeraar";"";"FULL";"FULL";79;1;1;NA;NA;1057;0
"1058";37;"41066281";79790189;"STICHTING MET GGZ                                           ";"Buitenop                ";"6041LA";"ROERMOND                ";NA;"Stichting RiaggZuid";"Roermond";"http://www.metggz.nl/behandeling/toegangstijden/";"MET ggz, loc. Venlo";"BGGZ/SGGZ";"Volwassenen";"Aandachtstekort";"";"4";"9";"1-9-2016";"23-9-2016";"Wachttijd kan afhankelijk zijn van zorgverzekeraar";"";"FULL";"FULL";79;1;1;NA;NA;1058;0
"1059";37;"41066281";79790189;"STICHTING MET GGZ                                           ";"Buitenop                ";"6041LA";"ROERMOND                ";NA;"Stichting RiaggZuid";"Roermond";"http://www.metggz.nl/behandeling/toegangstijden/";"MET ggz, loc. Venlo";"BGGZ/SGGZ";"Volwassenen";"Angst";"";"4";"7";"1-9-2016";"23-9-2016";"Wachttijd kan afhankelijk zijn van zorgverzekeraar";"";"FULL";"FULL";79;1;1;NA;NA;1059;0
"1060";37;"41066281";79790189;"STICHTING MET GGZ                                           ";"Buitenop                ";"6041LA";"ROERMOND                ";NA;"Stichting RiaggZuid";"Roermond";"http://www.metggz.nl/behandeling/toegangstijden/";"MET ggz, loc. Venlo";"BGGZ/SGGZ";"Volwassenen";"Behandeling kort";"";"4";"4";"1-9-2016";"23-9-2016";"Wachttijd kan afhankelijk zijn van zorgverzekeraar";"";"FULL";"FULL";79;1;1;NA;NA;1060;0
"1061";37;"41066281";79790189;"STICHTING MET GGZ                                           ";"Buitenop                ";"6041LA";"ROERMOND                ";NA;"Stichting RiaggZuid";"Roermond";"http://www.metggz.nl/behandeling/toegangstijden/";"MET ggz, loc. Venlo";"BGGZ/SGGZ";"Volwassenen";"Depressie";"";"4";"7";"1-9-2016";"23-9-2016";"Wachttijd kan afhankelijk zijn van zorgverzekeraar";"";"FULL";"FULL";79;1;1;NA;NA;1061;0
"1062";37;"41066281";79790189;"STICHTING MET GGZ                                           ";"Buitenop                ";"6041LA";"ROERMOND                ";NA;"Stichting RiaggZuid";"Roermond";"http://www.metggz.nl/behandeling/toegangstijden/";"MET ggz, loc. Venlo";"BGGZ/SGGZ";"Volwassenen";"Diagnostiek";"diagnostiek";"4";"6";"1-9-2016";"23-9-2016";"Wachttijd kan afhankelijk zijn van zorgverzekeraar";"";"FULL";"FULL";79;1;1;NA;NA;1062;0
"1063";37;"41066281";79790189;"STICHTING MET GGZ                                           ";"Buitenop                ";"6041LA";"ROERMOND                ";NA;"Stichting RiaggZuid";"Roermond";"http://www.metggz.nl/behandeling/toegangstijden/";"MET ggz, loc. Venlo";"BGGZ/SGGZ";"Volwassenen";"Overige aan een middel gebonden";"";"4";"20";"1-9-2016";"23-9-2016";"Wachttijd kan afhankelijk zijn van zorgverzekeraar";"";"FULL";"FULL";79;1;1;NA;NA;1063;0
"1064";37;"41066281";79790189;"STICHTING MET GGZ                                           ";"Buitenop                ";"6041LA";"ROERMOND                ";NA;"Stichting RiaggZuid";"Roermond";"http://www.metggz.nl/behandeling/toegangstijden/";"MET ggz, loc. Venlo";"BGGZ/SGGZ";"Volwassenen";"Persoonlijkheid";"";"4";"9";"1-9-2016";"23-9-2016";"Wachttijd kan afhankelijk zijn van zorgverzekeraar";"";"FULL";"FULL";79;1;1;NA;NA;1064;0
"1065";37;"41066281";79790189;"STICHTING MET GGZ                                           ";"Buitenop                ";"6041LA";"ROERMOND                ";NA;"Stichting RiaggZuid";"Roermond";"http://www.metggz.nl/behandeling/toegangstijden/";"MET ggz, loc. Venlo";"BGGZ/SGGZ";"Volwassenen";"Pervasief";"";"4";"7";"1-9-2016";"23-9-2016";"Wachttijd kan afhankelijk zijn van zorgverzekeraar";"";"FULL";"FULL";79;1;1;NA;NA;1065;0
"1066";37;"41066281";79790189;"STICHTING MET GGZ                                           ";"Buitenop                ";"6041LA";"ROERMOND                ";NA;"Stichting RiaggZuid";"Roermond";"http://www.metggz.nl/behandeling/toegangstijden/";"MET ggz, loc. Venlo";"BGGZ/SGGZ";"Volwassenen";"Restgroep diagnoses";"";"4";"1";"1-9-2016";"23-9-2016";"Wachttijd kan afhankelijk zijn van zorgverzekeraar";"";"FULL";"FULL";79;1;1;NA;NA;1066;0
"1067";37;"41066281";79790189;"STICHTING MET GGZ                                           ";"Buitenop                ";"6041LA";"ROERMOND                ";NA;"Stichting RiaggZuid";"Roermond";"http://www.metggz.nl/behandeling/toegangstijden/";"MET ggz, loc. Venlo";"BGGZ/SGGZ";"Volwassenen";"Somatoforme";"";"4";"4";"1-9-2016";"23-9-2016";"Wachttijd kan afhankelijk zijn van zorgverzekeraar";"";"FULL";"FULL";79;1;1;NA;NA;1067;0
"1068";37;"41066281";79790189;"STICHTING MET GGZ                                           ";"Buitenop                ";"6041LA";"ROERMOND                ";NA;"Stichting RiaggZuid";"Roermond";"http://www.metggz.nl/behandeling/toegangstijden/";"MET ggz, loc. Weert";"BGGZ/SGGZ";"Volwassenen";"Aandachtstekort";"";"2";"5";"1-9-2016";"23-9-2016";"Wachttijd kan afhankelijk zijn van zorgverzekeraar";"";"FULL";"FULL";79;1;1;NA;NA;1068;0
"1069";37;"41066281";79790189;"STICHTING MET GGZ                                           ";"Buitenop                ";"6041LA";"ROERMOND                ";NA;"Stichting RiaggZuid";"Roermond";"http://www.metggz.nl/behandeling/toegangstijden/";"MET ggz, loc. Weert";"BGGZ/SGGZ";"Volwassenen";"Angst";"";"2";"4";"1-9-2016";"23-9-2016";"Wachttijd kan afhankelijk zijn van zorgverzekeraar";"";"FULL";"FULL";79;1;1;NA;NA;1069;0
"1070";37;"41066281";79790189;"STICHTING MET GGZ                                           ";"Buitenop                ";"6041LA";"ROERMOND                ";NA;"Stichting RiaggZuid";"Roermond";"http://www.metggz.nl/behandeling/toegangstijden/";"MET ggz, loc. Weert";"BGGZ/SGGZ";"Volwassenen";"Behandeling kort";"";"2";"6";"1-9-2016";"23-9-2016";"Wachttijd kan afhankelijk zijn van zorgverzekeraar";"";"FULL";"FULL";79;1;1;NA;NA;1070;0
"1071";37;"41066281";79790189;"STICHTING MET GGZ                                           ";"Buitenop                ";"6041LA";"ROERMOND                ";NA;"Stichting RiaggZuid";"Roermond";"http://www.metggz.nl/behandeling/toegangstijden/";"MET ggz, loc. Weert";"BGGZ/SGGZ";"Volwassenen";"Bipolair en overig";"";"2";"3";"1-9-2016";"23-9-2016";"Wachttijd kan afhankelijk zijn van zorgverzekeraar";"";"FULL";"FULL";79;1;1;NA;NA;1071;0
"1072";37;"41066281";79790189;"STICHTING MET GGZ                                           ";"Buitenop                ";"6041LA";"ROERMOND                ";NA;"Stichting RiaggZuid";"Roermond";"http://www.metggz.nl/behandeling/toegangstijden/";"MET ggz, loc. Weert";"BGGZ/SGGZ";"Volwassenen";"Depressie";"";"2";"6";"1-9-2016";"23-9-2016";"Wachttijd kan afhankelijk zijn van zorgverzekeraar";"";"FULL";"FULL";79;1;1;NA;NA;1072;0
"1073";37;"41066281";79790189;"STICHTING MET GGZ                                           ";"Buitenop                ";"6041LA";"ROERMOND                ";NA;"Stichting RiaggZuid";"Roermond";"http://www.metggz.nl/behandeling/toegangstijden/";"MET ggz, loc. Weert";"BGGZ/SGGZ";"Volwassenen";"Diagnostiek";"diagnostiek";"2";"6";"1-9-2016";"23-9-2016";"Wachttijd kan afhankelijk zijn van zorgverzekeraar";"";"FULL";"FULL";79;1;1;NA;NA;1073;0
"1074";37;"41066281";79790189;"STICHTING MET GGZ                                           ";"Buitenop                ";"6041LA";"ROERMOND                ";NA;"Stichting RiaggZuid";"Roermond";"http://www.metggz.nl/behandeling/toegangstijden/";"MET ggz, loc. Weert";"BGGZ/SGGZ";"Volwassenen";"Overige kindertijd";"";"2";"5";"1-9-2016";"23-9-2016";"Wachttijd kan afhankelijk zijn van zorgverzekeraar";"";"FULL";"FULL";79;1;1;NA;NA;1074;0
"1075";37;"41066281";79790189;"STICHTING MET GGZ                                           ";"Buitenop                ";"6041LA";"ROERMOND                ";NA;"Stichting RiaggZuid";"Roermond";"http://www.metggz.nl/behandeling/toegangstijden/";"MET ggz, loc. Weert";"BGGZ/SGGZ";"Volwassenen";"Persoonlijkheid";"";"2";"6";"1-9-2016";"23-9-2016";"Wachttijd kan afhankelijk zijn van zorgverzekeraar";"";"FULL";"FULL";79;1;1;NA;NA;1075;0
"1076";37;"41066281";79790189;"STICHTING MET GGZ                                           ";"Buitenop                ";"6041LA";"ROERMOND                ";NA;"Stichting RiaggZuid";"Roermond";"http://www.metggz.nl/behandeling/toegangstijden/";"MET ggz, loc. Weert";"BGGZ/SGGZ";"Volwassenen";"Pervasief";"";"2";"4";"1-9-2016";"23-9-2016";"Wachttijd kan afhankelijk zijn van zorgverzekeraar";"";"FULL";"FULL";79;1;1;NA;NA;1076;0
"1077";37;"41066281";79790189;"STICHTING MET GGZ                                           ";"Buitenop                ";"6041LA";"ROERMOND                ";NA;"Stichting RiaggZuid";"Roermond";"http://www.metggz.nl/behandeling/toegangstijden/";"MET ggz, loc. Weert";"BGGZ/SGGZ";"Volwassenen";"Restgroep diagnoses";"";"2";"6";"1-9-2016";"23-9-2016";"Wachttijd kan afhankelijk zijn van zorgverzekeraar";"";"FULL";"FULL";79;1;1;NA;NA;1077;0
"1078";37;"41066281";79790189;"STICHTING MET GGZ                                           ";"Buitenop                ";"6041LA";"ROERMOND                ";NA;"Stichting RiaggZuid";"Roermond";"http://www.metggz.nl/behandeling/toegangstijden/";"MET ggz, loc. Weert";"BGGZ/SGGZ";"Volwassenen";"Somatoforme";"";"2";"5";"1-9-2016";"23-9-2016";"Wachttijd kan afhankelijk zijn van zorgverzekeraar";"";"FULL";"FULL";79;1;1;NA;NA;1078;0
"1079";38;"";54540001;"UNIVERSITAIRE MEDISCH CENTRUM GRONINGEN (PUK)               ";"Postbus                 ";"9700RB";"GRONINGEN               ";NA;"Universitair Centrum Psychiatrie (UCP)";"Groningen";"https://www.umcg.nl/NL/UMCG/Afdelingen/Universitair_Centrum_Psychiatrie/Professionals/WachtEnToegangstijden/Paginas/default.aspx";"";"SGGZ";"Volwassenen";"Polikliniek - Team PSA1, ontwikkelingsstoornissen, ADHD";"";"6";"0";"8-9-2016";"23-9-2016";"De wachttijd is niet afhankelijk van waar de cliënt is verzekerd";"";"FULL";"SAMPLE";54;1;1;NA;NA;1079;0
"1080";38;"";54540001;"UNIVERSITAIRE MEDISCH CENTRUM GRONINGEN (PUK)               ";"Postbus                 ";"9700RB";"GRONINGEN               ";NA;"Universitair Centrum Psychiatrie (UCP)";"Groningen";"https://www.umcg.nl/NL/UMCG/Afdelingen/Universitair_Centrum_Psychiatrie/Professionals/WachtEnToegangstijden/Paginas/default.aspx";"";"SGGZ";"Volwassenen";"Polikliniek - Team PSA2, depressie";"";"6";"0";"8-9-2016";"23-9-2016";"De wachttijd is niet afhankelijk van waar de cliënt is verzekerd";"";"FULL";"SAMPLE";54;1;1;NA;NA;1080;0
"1081";38;"";54540001;"UNIVERSITAIRE MEDISCH CENTRUM GRONINGEN (PUK)               ";"Postbus                 ";"9700RB";"GRONINGEN               ";NA;"Universitair Centrum Psychiatrie (UCP)";"Groningen";"https://www.umcg.nl/NL/UMCG/Afdelingen/Universitair_Centrum_Psychiatrie/Professionals/WachtEnToegangstijden/Paginas/default.aspx";"";"SGGZ";"Volwassenen";"Polikliniek - Team PSA2, ontwikkelingsstoornissen, ASS";"";"8";"0";"8-9-2016";"23-9-2016";"De wachttijd is niet afhankelijk van waar de cliënt is verzekerd";"";"FULL";"SAMPLE";54;1;1;NA;NA;1081;0
"1082";38;"";54540001;"UNIVERSITAIRE MEDISCH CENTRUM GRONINGEN (PUK)               ";"Postbus                 ";"9700RB";"GRONINGEN               ";NA;"Universitair Centrum Psychiatrie (UCP)";"Groningen";"https://www.umcg.nl/NL/UMCG/Afdelingen/Universitair_Centrum_Psychiatrie/Professionals/WachtEnToegangstijden/Paginas/default.aspx";"";"SGGZ";"Volwassenen";"Polikliniek - Team PSA4, angst en dwang";"";"8";"0";"8-9-2016";"23-9-2016";"De wachttijd is niet afhankelijk van waar de cliënt is verzekerd";"";"FULL";"SAMPLE";54;1;1;NA;NA;1082;0
"1083";38;"";54540001;"UNIVERSITAIRE MEDISCH CENTRUM GRONINGEN (PUK)               ";"Postbus                 ";"9700RB";"GRONINGEN               ";NA;"Universitair Centrum Psychiatrie (UCP)";"Groningen";"https://www.umcg.nl/NL/UMCG/Afdelingen/Universitair_Centrum_Psychiatrie/Professionals/WachtEnToegangstijden/Paginas/default.aspx";"";"SGGZ";"Volwassenen";"Polikliniek - Team PSA5, somatoforme stoornissen";"";"4";"0";"8-9-2016";"23-9-2016";"De wachttijd is niet afhankelijk van waar de cliënt is verzekerd";"";"FULL";"SAMPLE";54;1;1;NA;NA;1083;0
"1084";38;"";54540001;"UNIVERSITAIRE MEDISCH CENTRUM GRONINGEN (PUK)               ";"Postbus                 ";"9700RB";"GRONINGEN               ";NA;"Universitair Centrum Psychiatrie (UCP)";"Groningen";"https://www.umcg.nl/NL/UMCG/Afdelingen/Universitair_Centrum_Psychiatrie/Professionals/WachtEnToegangstijden/Paginas/default.aspx";"";"SGGZ";"Volwassenen";"Dagbehandeling - Maatschappijgerichte groep";"";"4";"0";"8-9-2016";"23-9-2016";"De wachttijd is niet afhankelijk van waar de cliënt is verzekerd";"";"FULL";"SAMPLE";54;1;1;NA;NA;1084;0
"1085";38;"";54540001;"UNIVERSITAIRE MEDISCH CENTRUM GRONINGEN (PUK)               ";"Postbus                 ";"9700RB";"GRONINGEN               ";NA;"Universitair Centrum Psychiatrie (UCP)";"Groningen";"https://www.umcg.nl/NL/UMCG/Afdelingen/Universitair_Centrum_Psychiatrie/Professionals/WachtEnToegangstijden/Paginas/default.aspx";"";"SGGZ";"Volwassenen";"Dagbehandeling - Inzichtgevende groep";"";"4";"0";"8-9-2016";"23-9-2016";"De wachttijd is niet afhankelijk van waar de cliënt is verzekerd";"";"FULL";"SAMPLE";54;1;1;NA;NA;1085;0
"1086";38;"";54540001;"UNIVERSITAIRE MEDISCH CENTRUM GRONINGEN (PUK)               ";"Postbus                 ";"9700RB";"GRONINGEN               ";NA;"Universitair Centrum Psychiatrie (UCP)";"Groningen";"https://www.umcg.nl/NL/UMCG/Afdelingen/Universitair_Centrum_Psychiatrie/Professionals/WachtEnToegangstijden/Paginas/default.aspx";"";"SGGZ";"Volwassenen";"Dagbehandeling - ADHD";"";"6";"0";"8-9-2016";"23-9-2016";"De wachttijd is niet afhankelijk van waar de cliënt is verzekerd";"";"FULL";"SAMPLE";54;1;1;NA;NA;1086;0
"1087";38;"";54540001;"UNIVERSITAIRE MEDISCH CENTRUM GRONINGEN (PUK)               ";"Postbus                 ";"9700RB";"GRONINGEN               ";NA;"Universitair Centrum Psychiatrie (UCP)";"Groningen";"https://www.umcg.nl/NL/UMCG/Afdelingen/Universitair_Centrum_Psychiatrie/Professionals/WachtEnToegangstijden/Paginas/default.aspx";"";"SGGZ";"Volwassenen";"Dagbehandeling - werkgroep";"";"1";"0";"8-9-2016";"23-9-2016";"De wachttijd is niet afhankelijk van waar de cliënt is verzekerd";"";"FULL";"SAMPLE";54;1;1;NA;NA;1087;0
"1088";38;"";54540001;"UNIVERSITAIRE MEDISCH CENTRUM GRONINGEN (PUK)               ";"Postbus                 ";"9700RB";"GRONINGEN               ";NA;"Universitair Centrum Psychiatrie (UCP)";"Groningen";"https://www.umcg.nl/NL/UMCG/Afdelingen/Universitair_Centrum_Psychiatrie/Professionals/WachtEnToegangstijden/Paginas/default.aspx";"";"SGGZ";"Volwassenen";"Dagbehandeling - Burnoutgroep";"niet-zvw";"1";"0";"8-9-2016";"23-9-2016";"De wachttijd is niet afhankelijk van waar de cliënt is verzekerd";"";"FULL";"SAMPLE";54;1;1;NA;NA;1088;0
"1089";38;"";54540001;"UNIVERSITAIRE MEDISCH CENTRUM GRONINGEN (PUK)               ";"Postbus                 ";"9700RB";"GRONINGEN               ";NA;"Universitair Centrum Psychiatrie (UCP)";"Groningen";"https://www.umcg.nl/NL/UMCG/Afdelingen/Universitair_Centrum_Psychiatrie/Professionals/WachtEnToegangstijden/Paginas/default.aspx";"";"SGGZ";"Volwassenen";"Dagbehandeling - Dagdiagnostiek ADHD";"";"stop";"0";"8-9-2016";"23-9-2016";"De wachttijd is niet afhankelijk van waar de cliënt is verzekerd";"";"FULL";"SAMPLE";54;1;1;NA;NA;1089;0
"1090";38;"";54540001;"UNIVERSITAIRE MEDISCH CENTRUM GRONINGEN (PUK)               ";"Postbus                 ";"9700RB";"GRONINGEN               ";NA;"Universitair Centrum Psychiatrie (UCP)";"Groningen";"https://www.umcg.nl/NL/UMCG/Afdelingen/Universitair_Centrum_Psychiatrie/Professionals/WachtEnToegangstijden/Paginas/default.aspx";"";"SGGZ";"Ouderen";"Polikliniek (UCP)";"";"2";"0";"8-9-2016";"23-9-2016";"De wachttijd is niet afhankelijk van waar de cliënt is verzekerd";"";"FULL";"SAMPLE";54;1;1;NA;NA;1090;0
"1091";38;"";54540001;"UNIVERSITAIRE MEDISCH CENTRUM GRONINGEN (PUK)               ";"Postbus                 ";"9700RB";"GRONINGEN               ";NA;"Universitair Centrum Psychiatrie (UCP)";"Groningen";"https://www.umcg.nl/NL/UMCG/Afdelingen/Universitair_Centrum_Psychiatrie/Professionals/WachtEnToegangstijden/Paginas/default.aspx";"";"SGGZ";"Ouderen";"Kliniek - Opname";"klinisch";"4";"0";"8-9-2016";"23-9-2016";"De wachttijd is niet afhankelijk van waar de cliënt is verzekerd";"";"FULL";"SAMPLE";54;1;1;NA;NA;1091;0
"1092";38;"";54540001;"UNIVERSITAIRE MEDISCH CENTRUM GRONINGEN (PUK)               ";"Postbus                 ";"9700RB";"GRONINGEN               ";NA;"Universitair Centrum Psychiatrie (UCP)";"Groningen";"https://www.umcg.nl/NL/UMCG/Afdelingen/Universitair_Centrum_Psychiatrie/Professionals/WachtEnToegangstijden/Paginas/default.aspx";"";"SGGZ";"Ouderen";"Dagbehandeling - Inzichtgevende groep";"";"1";"0";"8-9-2016";"23-9-2016";"De wachttijd is niet afhankelijk van waar de cliënt is verzekerd";"";"FULL";"SAMPLE";54;1;1;NA;NA;1092;0
"1093";38;"";54540001;"UNIVERSITAIRE MEDISCH CENTRUM GRONINGEN (PUK)               ";"Postbus                 ";"9700RB";"GRONINGEN               ";NA;"Universitair Centrum Psychiatrie (UCP)";"Groningen";"https://www.umcg.nl/NL/UMCG/Afdelingen/Universitair_Centrum_Psychiatrie/Professionals/WachtEnToegangstijden/Paginas/default.aspx";"";"SGGZ";"Ouderen";"Dagbehandeling - Klachtgerichte groep";"";"1";"0";"8-9-2016";"23-9-2016";"De wachttijd is niet afhankelijk van waar de cliënt is verzekerd";"";"FULL";"SAMPLE";54;1;1;NA;NA;1093;0
"1094";38;"";54540001;"UNIVERSITAIRE MEDISCH CENTRUM GRONINGEN (PUK)               ";"Postbus                 ";"9700RB";"GRONINGEN               ";NA;"Universitair Centrum Psychiatrie (UCP)";"Groningen";"https://www.umcg.nl/NL/UMCG/Afdelingen/Universitair_Centrum_Psychiatrie/Professionals/WachtEnToegangstijden/Paginas/default.aspx";"";"SGGZ";"Volwassenen";"Kliniek - Intensief acute opname 1";"crisis";"1";"0";"8-9-2016";"23-9-2016";"De wachttijd is niet afhankelijk van waar de cliënt is verzekerd";"";"FULL";"SAMPLE";54;1;1;NA;NA;1094;0
"1095";38;"";54540001;"UNIVERSITAIRE MEDISCH CENTRUM GRONINGEN (PUK)               ";"Postbus                 ";"9700RB";"GRONINGEN               ";NA;"Universitair Centrum Psychiatrie (UCP)";"Groningen";"https://www.umcg.nl/NL/UMCG/Afdelingen/Universitair_Centrum_Psychiatrie/Professionals/WachtEnToegangstijden/Paginas/default.aspx";"";"SGGZ";"Volwassenen";"Kliniek - Psychosen opname";"klinisch";"6";"0";"8-9-2016";"23-9-2016";"De wachttijd is niet afhankelijk van waar de cliënt is verzekerd";"";"FULL";"SAMPLE";54;1;1;NA;NA;1095;0
"1096";38;"";54540001;"UNIVERSITAIRE MEDISCH CENTRUM GRONINGEN (PUK)               ";"Postbus                 ";"9700RB";"GRONINGEN               ";NA;"Universitair Centrum Psychiatrie (UCP)";"Groningen";"https://www.umcg.nl/NL/UMCG/Afdelingen/Universitair_Centrum_Psychiatrie/Professionals/WachtEnToegangstijden/Paginas/default.aspx";"";"SGGZ";"Volwassenen";"Polikliniek - Psychosen";"";"1";"0";"8-9-2016";"23-9-2016";"De wachttijd is niet afhankelijk van waar de cliënt is verzekerd";"";"FULL";"SAMPLE";54;1;1;NA;NA;1096;0
"1097";38;"";54540001;"UNIVERSITAIRE MEDISCH CENTRUM GRONINGEN (PUK)               ";"Postbus                 ";"9700RB";"GRONINGEN               ";NA;"Universitair Centrum Psychiatrie (UCP)";"Groningen";"https://www.umcg.nl/NL/UMCG/Afdelingen/Universitair_Centrum_Psychiatrie/Professionals/WachtEnToegangstijden/Paginas/default.aspx";"";"SGGZ";"Volwassenen";"Polikliniek - Stemmenpoli";"";"1";"0";"8-9-2016";"23-9-2016";"De wachttijd is niet afhankelijk van waar de cliënt is verzekerd";"";"FULL";"SAMPLE";54;1;1;NA;NA;1097;0
"1098";38;"";54540001;"UNIVERSITAIRE MEDISCH CENTRUM GRONINGEN (PUK)               ";"Postbus                 ";"9700RB";"GRONINGEN               ";NA;"Universitair Centrum Psychiatrie (UCP)";"Groningen";"https://www.umcg.nl/NL/UMCG/Afdelingen/Universitair_Centrum_Psychiatrie/Professionals/WachtEnToegangstijden/Paginas/default.aspx";"";"SGGZ";"Volwassenen";"Kliniek - Opname depressie 1";"klinisch";"2";"0";"8-9-2016";"23-9-2016";"De wachttijd is niet afhankelijk van waar de cliënt is verzekerd";"";"FULL";"SAMPLE";54;1;1;NA;NA;1098;0
"1099";38;"";54540001;"UNIVERSITAIRE MEDISCH CENTRUM GRONINGEN (PUK)               ";"Postbus                 ";"9700RB";"GRONINGEN               ";NA;"Universitair Centrum Psychiatrie (UCP)";"Groningen";"https://www.umcg.nl/NL/UMCG/Afdelingen/Universitair_Centrum_Psychiatrie/Professionals/WachtEnToegangstijden/Paginas/default.aspx";"";"SGGZ";"Volwassenen";"Kliniek - Opname depressie 2";"klinisch";"2";"0";"8-9-2016";"23-9-2016";"De wachttijd is niet afhankelijk van waar de cliënt is verzekerd";"";"FULL";"SAMPLE";54;1;1;NA;NA;1099;0
"1100";38;"";54540001;"UNIVERSITAIRE MEDISCH CENTRUM GRONINGEN (PUK)               ";"Postbus                 ";"9700RB";"GRONINGEN               ";NA;"Universitair Centrum Psychiatrie (UCP)";"Groningen";"https://www.umcg.nl/NL/UMCG/Afdelingen/Universitair_Centrum_Psychiatrie/Professionals/WachtEnToegangstijden/Paginas/default.aspx";"";"SGGZ";"Volwassenen";"Polikliniek - Spec. poli depressie";"";"7";"0";"8-9-2016";"23-9-2016";"De wachttijd is niet afhankelijk van waar de cliënt is verzekerd";"";"FULL";"SAMPLE";54;1;1;NA;NA;1100;0
"1101";38;"";54540001;"UNIVERSITAIRE MEDISCH CENTRUM GRONINGEN (PUK)               ";"Postbus                 ";"9700RB";"GRONINGEN               ";NA;"Universitair Centrum Psychiatrie (UCP)";"Groningen";"https://www.umcg.nl/NL/UMCG/Afdelingen/Universitair_Centrum_Psychiatrie/Professionals/WachtEnToegangstijden/Paginas/default.aspx";"";"SGGZ";"Volwassenen";"Polikliniek - Bipolaire stoornissen";"";"5";"0";"8-9-2016";"23-9-2016";"De wachttijd is niet afhankelijk van waar de cliënt is verzekerd";"";"FULL";"SAMPLE";54;1;1;NA;NA;1101;0
"1102";38;"";54540001;"UNIVERSITAIRE MEDISCH CENTRUM GRONINGEN (PUK)               ";"Postbus                 ";"9700RB";"GRONINGEN               ";NA;"Universitair Centrum Psychiatrie (UCP)";"Groningen";"https://www.umcg.nl/NL/UMCG/Afdelingen/Universitair_Centrum_Psychiatrie/Professionals/WachtEnToegangstijden/Paginas/default.aspx";"";"SGGZ";"Volwassenen";"Polikliniek - Spec. poli angst en dwang";"";"10";"0";"8-9-2016";"23-9-2016";"De wachttijd is niet afhankelijk van waar de cliënt is verzekerd";"";"FULL";"SAMPLE";54;1;1;NA;NA;1102;0
"1103";38;"";54540001;"UNIVERSITAIRE MEDISCH CENTRUM GRONINGEN (PUK)               ";"Postbus                 ";"9700RB";"GRONINGEN               ";NA;"Universitair Centrum Psychiatrie (UCP)";"Groningen";"https://www.umcg.nl/NL/UMCG/Afdelingen/Universitair_Centrum_Psychiatrie/Professionals/WachtEnToegangstijden/Paginas/default.aspx";"";"SGGZ";"Volwassenen";"Dagbehandeling depressie 4-daagse";"";"1";"0";"8-9-2016";"23-9-2016";"De wachttijd is niet afhankelijk van waar de cliënt is verzekerd";"";"FULL";"SAMPLE";54;1;1;NA;NA;1103;0
